,maskedsku,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,20200401_forecast,20200501_forecast,20200601_forecast,20200701_forecast,20200801_forecast,20200901_forecast,20201001_forecast,20201101_forecast,20201201_forecast,20210101_forecast,20210201_forecast,20210301_forecast,20210401_forecast,20210501_forecast,20210601_forecast,20210701_forecast,20210801_forecast,20210901_forecast,20211001_forecast,20211101_forecast,20211201_forecast,20220101_forecast,20220201_forecast,20220301_forecast,20220401_forecast,20220501_forecast,20220601_forecast,20220701_forecast,20220801_forecast,20220901_forecast
0,product_1,13380.82192,15244.931509999999,14925.20548,13585.9726,11365.47945,20060.54795,12861.369859999999,14945.2274,14490.37808,12208.53699,14866.84932,14915.34247,17090.63014,11294.46575,20696.712330000002,11879.67123,12768,22173.698630000003,16171.39726,17321.45753,20433.830140000002,10600.76712,12656.876709999999,20317.80822,14872.767119999999,15046.35616,19864.93151,14184.9863,12370.849320000001,19949.58904,14228.38356,19529.55616,16279.7589,14330.9589,15056.876709999999,18800.868403010776,17346.997223684073,16615.47939156251,20395.29275408274,15807.853481612723,14621.32257556144,23281.10011288154,16831.520422482543,19451.87520196209,19323.46981089443,14953.412352919364,16989.65126357428,20188.142242631868,18734.27106330516,18002.753231183597,21782.566593703832,17195.127321233816,16008.596415182528,24668.373952502632,18218.794262103635,20839.14904158318,20710.743650515516,16340.686192540456,18376.925103195368,21575.416082252956,20121.544902926253,19390.02707080469,23169.84043332492,18582.401160854904,17395.87025480362
