,maskedsku,2018-08-01 12:00,2018-08-01 12:30,2018-08-01 13:00,2018-08-01 13:30,2018-08-01 14:00,2018-08-01 14:30,2018-08-01 15:00,2018-08-01 15:30,2018-08-01 16:00,2018-08-01 16:30,2018-08-01 17:00,2018-08-01 17:30,2018-08-01 18:00,2018-08-01 18:30,2018-08-01 19:00,2018-08-01 19:30,2018-08-01 20:00,2018-08-01 20:30,2018-08-01 21:00,2018-08-01 21:30,2018-08-01 22:00,2018-08-01 22:30,2018-08-01 23:00,2018-08-01 23:30,2018-08-02 00:00,2018-08-02 00:30,2018-08-02 01:00,2018-08-02 01:30,2018-08-02 02:00,2018-08-02 02:30,2018-08-02 03:00,2018-08-02 03:30,2018-08-02 04:00,2018-08-02 04:30,2018-08-02 05:00,201808020530_forecast,201808020600_forecast,201808020630_forecast,201808020700_forecast,201808020730_forecast,201808020800_forecast,201808020830_forecast,201808020900_forecast,201808020930_forecast,201808021000_forecast,201808021030_forecast,201808021100_forecast,201808021130_forecast,201808021200_forecast,201808021230_forecast,201808021300_forecast,201808021330_forecast,201808021400_forecast,201808021430_forecast,201808021500_forecast,201808021530_forecast,201808021600_forecast,201808021630_forecast,201808021700_forecast,201808021730_forecast,201808021800_forecast,201808021830_forecast,201808021900_forecast,201808021930_forecast,201808022000_forecast,201808022030_forecast,201808022100_forecast,201808022130_forecast,201808022200_forecast,201808022230_forecast,201808022300_forecast,201808022330_forecast,201808030000_forecast,201808030030_forecast,201808030100_forecast,201808030130_forecast,201808030200_forecast,201808030230_forecast,201808030300_forecast,201808030330_forecast,201808030400_forecast,201808030430_forecast,201808030500_forecast
0,product_1,13380.82192,15244.931509999999,14925.20548,13585.9726,11365.47945,20060.54795,12861.369859999999,14945.2274,14490.37808,12208.53699,14866.84932,14915.34247,17090.63014,11294.46575,20696.712330000002,11879.67123,12768,22173.698630000003,16171.39726,17321.45753,20433.830140000002,10600.76712,12656.876709999999,20317.80822,14872.767119999999,15046.35616,19864.93151,14184.9863,12370.849320000001,19949.58904,14228.38356,19529.55616,16279.7589,14330.9589,15056.876709999999,18800.868403010776,17346.997223684073,16615.47939156251,20395.29275408274,15807.853481612723,14621.32257556144,23281.10011288154,16831.520422482543,19451.87520196209,19323.46981089443,14953.412352919364,16989.65126357428,20188.142242631868,18734.27106330516,18002.753231183597,21782.566593703832,17195.127321233816,16008.596415182528,24668.373952502632,18218.794262103635,20839.14904158318,20710.743650515516,16340.686192540456,18376.925103195368,21575.416082252956,20121.544902926253,19390.02707080469,23169.84043332492,18582.401160854904,17395.87025480362,26055.64779212372,19606.068101724723,22226.42288120427,22098.017490136608,17727.960032161543,19764.198942816456,22962.689921874047,21508.81874254734,20777.30091042578,24557.11427294601,19969.675000475996,18783.144094424708,27442.921631744808,20993.341941345814,23613.69672082536,23485.2913297577,19115.233871782635,21151.472782437548
