maskedsku,2018-08-01 12:00,2018-08-01 13:00,2018-08-01 14:00,2018-08-01 15:00,2018-08-01 16:00,2018-08-01 17:00,2018-08-01 18:00,2018-08-01 19:00,2018-08-01 20:00,2018-08-01 21:00,2018-08-01 22:00,2018-08-01 23:00,2018-08-02 0:00,2018-08-02 1:00,2018-08-02 2:00,2018-08-02 3:00,2018-08-02 4:00,2018-08-02 5:00,2018-08-02 6:00,2018-08-02 7:00,2018-08-02 8:00,2018-08-02 9:00,2018-08-02 10:00,2018-08-02 11:00,2018-08-02 12:00,2018-08-02 13:00,2018-08-02 14:00,2018-08-02 15:00,2018-08-02 16:00,2018-08-02 17:00,2018-08-02 18:00,2018-08-02 19:00,2018-08-02 20:00,2018-08-02 21:00,2018-08-02 22:00
product_1,13380.82192,15244.93151,14925.20548,13585.9726,11365.47945,20060.54795,12861.36986,14945.2274,14490.37808,12208.53699,14866.84932,14915.34247,17090.63014,11294.46575,20696.71233,11879.67123,12768,22173.69863,16171.39726,17321.45753,20433.83014,10600.76712,12656.87671,20317.80822,14872.76712,15046.35616,19864.93151,14184.9863,12370.84932,19949.58904,14228.38356,19529.55616,16279.7589,14330.9589,15056.87671
