,maskedsku,2018-08-01 12:00,2018-08-01 13:00,2018-08-01 14:00,2018-08-01 15:00,2018-08-01 16:00,2018-08-01 17:00,2018-08-01 18:00,2018-08-01 19:00,2018-08-01 20:00,2018-08-01 21:00,2018-08-01 22:00,2018-08-01 23:00,2018-08-02 0:00,2018-08-02 1:00,2018-08-02 2:00,2018-08-02 3:00,2018-08-02 4:00,2018-08-02 5:00,2018-08-02 6:00,2018-08-02 7:00,2018-08-02 8:00,2018-08-02 9:00,2018-08-02 10:00,2018-08-02 11:00,2018-08-02 12:00,2018-08-02 13:00,2018-08-02 14:00,2018-08-02 15:00,2018-08-02 16:00,2018-08-02 17:00,2018-08-02 18:00,2018-08-02 19:00,2018-08-02 20:00,2018-08-02 21:00,2018-08-02 22:00,201808022300_forecast,201808030000_forecast,201808030100_forecast,201808030200_forecast,201808030300_forecast,201808030400_forecast,201808030500_forecast,201808030600_forecast,201808030700_forecast,201808030800_forecast,201808030900_forecast,201808031000_forecast,201808031100_forecast,201808031200_forecast,201808031300_forecast,201808031400_forecast,201808031500_forecast,201808031600_forecast,201808031700_forecast,201808031800_forecast,201808031900_forecast,201808032000_forecast,201808032100_forecast,201808032200_forecast
0,product_1,13380.82192,15244.931509999999,14925.20548,13585.9726,11365.47945,20060.54795,12861.369859999999,14945.2274,14490.37808,12208.53699,14866.84932,14915.34247,17090.63014,11294.46575,20696.712330000002,11879.67123,12768,22173.698630000003,16171.39726,17321.45753,20433.830140000002,10600.76712,12656.876709999999,20317.80822,14872.767119999999,15046.35616,19864.93151,14184.9863,12370.849320000001,19949.58904,14228.38356,19529.55616,16279.7589,14330.9589,15056.876709999999,18800.868403010776,17346.997223684073,16615.47939156251,20395.29275408274,15807.853481612723,14621.32257556144,23281.10011288154,16831.520422482543,19451.87520196209,19323.46981089443,14953.412352919364,16989.65126357428,20188.142242631868,18734.27106330516,18002.753231183597,21782.566593703832,17195.127321233816,16008.596415182528,24668.373952502632,18218.794262103635,20839.14904158318,20710.743650515516,16340.686192540456,18376.925103195368
